,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Target,Type_H,Type_L,Type_M
1160,297.0,307.7,1834,23.8,195,0,True,False,False
1161,297.0,307.8,1316,61.2,200,1,False,True,False
1162,296.9,307.8,1400,57.1,202,1,False,True,False
1163,296.9,307.9,1367,47.1,204,0,False,True,False
1164,297.1,308.1,1754,30.3,206,0,False,True,False
1165,297.1,308.1,1487,34.6,208,0,False,True,False
1166,297.1,308.1,1506,37.7,210,0,False,False,True
1167,297.0,308.1,1362,52.5,213,1,False,True,False
1168,297.1,308.1,1584,36.8,215,0,False,True,False
1169,297.0,308.1,1355,43.7,217,0,False,True,False
1170,297.1,308.1,1823,24.3,219,0,False,False,True
1171,297.0,308.1,1517,41.4,222,0,True,False,False
1172,297.1,308.1,1446,36.6,227,0,False,True,False
1173,297.1,308.0,1559,38.8,229,0,True,False,False
1174,297.1,308.1,1352,44.4,0,0,False,False,True
1175,297.2,308.3,1578,37.8,3,0,False,False,True
1176,297.2,308.3,1429,42.0,6,0,False,False,True
1177,297.2,308.3,1604,39.4,9,0,False,False,True
1178,297.3,308.5,1398,60.4,12,0,False,True,False
1179,297.3,308.4,1441,43.4,14,0,False,True,False
1180,297.3,308.4,1531,35.6,16,0,True,False,False
1181,297.2,308.3,1379,52.1,21,0,False,True,False
1182,297.3,308.3,1410,48.1,23,0,False,True,False
1183,297.3,308.4,1513,40.5,25,0,False,True,False
1184,297.3,308.5,1497,47.5,27,0,False,True,False
1185,297.3,308.4,1491,46.5,29,0,False,True,False
1186,297.3,308.4,1417,47.8,31,0,False,True,False
1187,297.4,308.6,1522,38.0,33,0,False,False,True
1188,297.3,308.4,1339,52.1,36,0,False,True,False
1189,297.2,308.3,1794,27.5,38,0,False,False,True
1190,297.2,308.4,1460,42.1,41,0,False,True,False
1191,297.2,308.3,1776,28.0,43,0,False,False,True
1192,297.2,308.3,1431,43.7,46,0,False,False,True
1193,297.1,308.2,1347,50.8,49,0,False,True,False
1194,297.0,308.1,1507,43.1,51,0,False,False,True
1195,297.0,308.0,1408,47.9,54,0,False,False,True
1196,297.0,307.9,1493,34.7,57,0,False,False,True
1197,296.9,307.9,1441,47.6,60,0,False,False,True
1198,296.9,307.9,1557,36.5,63,0,True,False,False
1199,296.9,307.9,1979,20.4,68,0,False,False,True
1200,296.9,308.0,1430,55.9,71,0,False,False,True
1201,296.9,308.0,1658,41.0,74,0,False,True,False
1202,297.0,308.1,1355,51.4,76,0,False,False,True
1203,297.0,308.1,1410,47.6,79,0,True,False,False
1204,296.9,308.0,1521,34.5,84,0,False,True,False
1205,296.8,308.0,1371,54.5,86,0,False,True,False
1206,296.9,308.0,1318,53.5,88,0,True,False,False
1207,297.0,308.1,1573,34.9,93,0,False,False,True
1208,297.0,308.1,1489,44.1,96,0,False,True,False
1209,297.0,308.1,2540,13.3,98,0,True,False,False
1210,297.0,308.1,1537,39.0,103,0,False,True,False
1211,296.9,308.0,1416,46.9,105,0,True,False,False
1212,296.9,307.9,1359,56.5,110,0,False,True,False
1213,296.8,307.8,1551,38.9,112,0,False,False,True
1214,296.8,307.8,1694,33.0,115,0,False,False,True
1215,296.8,307.9,1709,28.4,118,0,False,True,False
1216,296.9,308.0,1514,41.0,120,0,False,True,False
1217,297.0,308.1,1455,43.5,122,0,False,True,False
1218,297.0,308.2,1702,30.7,124,0,False,False,True
1219,296.9,308.1,1357,41.8,127,0,False,False,True
1220,297.0,308.2,1577,29.4,130,0,False,True,False
1221,297.0,308.3,1399,46.4,132,0,False,False,True
1222,297.0,308.3,1399,59.0,135,0,False,True,False
1223,297.0,308.3,1492,48.1,137,0,False,True,False
1224,297.1,308.3,1763,25.7,139,0,False,True,False
1225,297.1,308.3,1492,41.5,141,0,True,False,False
1226,297.1,308.4,1488,42.5,146,0,False,True,False
1227,297.1,308.4,1422,42.1,148,0,False,True,False
1228,297.1,308.4,1583,38.2,150,0,False,False,True
1229,297.1,308.4,1304,53.5,153,0,False,True,False
1230,297.1,308.4,1880,23.5,155,0,False,False,True
1231,297.2,308.5,1604,40.7,158,0,False,False,True
1232,297.2,308.6,1500,37.1,161,0,False,True,False
1233,297.2,308.5,1364,55.6,163,0,False,False,True
1234,297.2,308.5,2440,14.0,166,0,True,False,False
1235,297.1,308.4,1654,31.4,171,0,True,False,False
1236,297.1,308.4,1359,46.6,176,0,True,False,False
1237,297.1,308.4,1502,37.3,181,0,False,False,True
1238,297.1,308.4,1615,32.6,184,0,False,False,True
1239,297.2,308.5,1482,39.3,187,0,True,False,False
1240,297.2,308.6,1636,31.3,192,0,False,True,False
1241,297.1,308.5,1621,32.4,194,0,False,False,True
1242,297.1,308.4,1468,44.4,197,0,False,True,False
1243,297.1,308.4,1432,53.4,199,0,False,False,True
1244,297.1,308.4,1726,28.4,202,0,False,True,False
1245,297.1,308.4,1588,33.4,204,0,False,False,True
1246,297.2,308.5,1653,33.3,207,0,True,False,False
1247,297.2,308.5,1513,42.9,212,0,False,True,False
1248,297.2,308.6,1489,40.2,214,0,False,True,False
1249,297.3,308.7,1467,36.8,216,0,False,True,False
1250,297.3,308.7,1549,36.1,218,0,False,True,False
1251,297.4,308.8,1359,48.7,220,0,False,False,True
1252,297.5,308.8,1533,41.5,223,0,False,True,False
1253,297.5,308.8,1309,57.3,0,0,False,True,False
1254,297.5,308.8,1430,49.4,2,0,True,False,False
1255,297.5,308.9,1419,50.7,7,0,True,False,False
1256,297.5,308.9,1535,37.7,12,0,False,False,True
1257,297.5,308.9,1466,43.0,15,0,False,True,False
1258,297.5,308.9,1427,50.4,17,0,False,True,False
1259,297.5,308.9,1280,48.5,19,0,False,False,True
1260,297.6,309.0,1528,33.8,22,0,False,True,False
1261,297.6,309.0,1885,25.2,24,0,True,False,False
1262,297.8,309.2,1648,33.0,29,0,True,False,False
1263,297.8,309.2,1400,56.9,34,0,False,True,False
1264,297.8,309.3,2243,15.7,36,0,False,False,True
1265,297.9,309.4,1558,35.7,39,0,False,True,False
1266,298.0,309.6,1633,34.8,41,0,False,True,False
1267,298.1,309.6,1549,38.7,43,0,False,False,True
1268,298.0,309.5,1496,45.8,46,0,False,True,False
1269,298.1,309.5,1467,41.8,48,0,False,True,False
1270,298.0,309.4,1276,65.9,50,0,False,False,True
1271,298.0,309.4,1490,40.5,53,0,True,False,False
1272,298.0,309.4,1562,38.1,58,0,True,False,False
1273,298.1,309.4,1397,48.2,63,0,False,True,False
1274,298.1,309.5,1530,40.2,65,0,True,False,False
1275,298.1,309.4,1362,47.6,70,0,False,False,True
1276,298.2,309.4,1693,34.4,73,0,False,False,True
1277,298.2,309.4,1408,46.5,76,0,False,False,True
1278,298.2,309.4,1398,52.9,79,0,False,True,False
1279,298.3,309.6,1531,40.1,81,0,False,False,True
1280,298.3,309.5,1521,37.1,84,0,True,False,False
1281,298.3,309.5,1427,54.3,89,0,True,False,False
1282,298.3,309.4,1546,36.1,94,0,False,True,False
1283,298.3,309.4,1356,45.4,96,0,False,True,False
1284,298.4,309.5,2153,15.3,98,1,False,True,False
1285,298.5,309.6,1492,41.7,100,0,False,False,True
1286,298.5,309.6,1582,40.3,103,0,False,True,False
1287,298.5,309.6,1419,41.5,105,0,False,True,False
1288,298.5,309.6,1441,48.2,107,0,False,False,True
1289,298.6,309.7,1635,32.2,110,0,False,False,True
1290,298.6,309.7,1429,45.8,113,0,False,True,False
1291,298.6,309.7,1675,28.4,115,0,False,False,True
1292,298.7,309.7,1868,23.8,118,0,False,False,True
1293,298.7,309.8,1582,33.4,121,0,True,False,False
1294,298.8,309.9,1486,40.3,126,0,False,True,False
1295,298.7,309.8,1402,54.3,128,0,False,True,False
1296,298.7,309.9,1621,34.1,130,0,False,True,False
1297,298.8,309.9,1428,42.4,132,0,False,True,False
1298,298.7,309.8,1343,53.6,134,0,False,False,True
1299,298.7,309.9,1458,40.2,137,0,False,False,True
1300,298.7,309.8,1322,57.0,140,0,False,True,False
1301,298.7,309.9,1483,32.8,142,0,False,True,False
1302,298.6,309.8,1505,45.7,144,0,False,True,False
1303,298.7,309.9,1593,42.5,146,0,False,True,False
1304,298.8,310.0,2098,19.6,148,0,False,True,False
1305,298.8,310.0,1672,30.4,150,0,False,True,False
1306,298.8,310.0,1487,41.4,152,0,False,True,False
1307,298.8,310.0,1423,42.1,154,0,False,True,False
1308,298.9,310.1,1750,25.0,156,0,False,True,False
1309,298.9,310.2,1654,31.1,158,0,False,True,False
1310,298.9,310.2,1498,50.2,160,0,False,True,False
1311,298.9,310.1,1587,30.2,162,0,False,True,False
1312,298.9,310.1,1473,42.6,164,0,False,True,False
1313,298.9,310.2,1359,56.9,166,0,False,True,False
1314,299.0,310.3,1635,34.5,168,0,False,False,True
1315,299.0,310.3,1520,45.0,171,0,False,True,False
1316,299.0,310.3,1507,36.7,173,0,False,True,False
1317,299.0,310.3,1428,46.3,175,0,False,True,False
1318,299.0,310.3,1582,33.3,177,0,False,False,True
1319,299.0,310.3,1929,24.4,180,0,False,True,False
1320,299.0,310.3,1540,38.1,182,0,False,False,True
1321,298.9,310.2,1362,53.0,185,0,False,True,False
1322,298.9,310.1,1452,49.9,187,0,True,False,False
1323,298.9,310.1,1361,51.7,192,0,False,True,False
1324,298.8,310.1,1243,74.5,194,1,False,False,True
1325,298.8,310.1,1567,36.8,197,0,True,False,False
1326,298.9,310.2,1411,46.5,202,0,False,True,False
1327,298.8,310.2,1814,26.8,204,0,False,True,False
1328,298.8,310.1,1719,28.8,206,0,False,False,True
1329,298.8,310.2,1663,30.4,209,0,True,False,False
1330,298.9,310.2,1696,30.2,214,0,False,True,False
1331,298.9,310.2,1771,26.8,216,0,True,False,False
1332,299.0,310.3,1868,24.0,221,0,False,True,False
1333,299.0,310.3,1558,35.4,223,0,False,False,True
1334,299.0,310.4,1365,49.1,226,1,False,True,False
1335,299.0,310.4,1371,53.8,228,1,False,True,False
1336,298.9,310.3,1583,32.6,230,0,False,True,False
1337,298.7,310.2,1613,36.0,0,0,True,False,False
1338,298.6,310.1,1721,27.2,5,0,False,True,False
1339,298.6,310.2,1668,31.5,7,0,False,False,True
1340,298.6,310.2,1569,36.3,10,0,False,True,False
1341,298.6,310.2,1328,50.5,12,0,False,False,True
1342,298.6,310.1,1596,33.0,15,0,False,False,True
1343,298.5,310.2,1676,32.7,18,0,False,True,False
1344,298.5,310.1,1809,28.9,20,0,False,True,False
1345,298.5,310.0,1804,26.1,22,0,False,True,False
1346,298.6,310.1,1533,33.9,24,0,False,True,False
1347,298.7,310.2,1717,27.3,26,0,False,True,False
1348,298.7,310.2,1363,45.5,28,0,False,True,False
1349,298.7,310.2,1402,45.9,30,0,False,True,False
1350,298.7,310.2,1436,47.5,32,0,False,True,False
1351,298.7,310.2,1525,43.7,34,0,False,True,False
1352,298.7,310.2,1598,33.3,36,0,False,False,True
1353,298.6,310.1,1444,48.1,39,0,False,False,True
1354,298.6,310.0,1334,48.0,42,0,False,True,False
1355,298.6,310.0,1681,35.5,44,0,False,False,True
1356,298.6,309.9,1593,37.4,47,0,False,True,False
1357,298.6,309.9,1461,45.7,49,0,False,True,False
1358,298.7,310.1,1693,31.9,51,0,False,False,True
1359,298.7,310.2,1404,50.3,54,0,False,True,False
1360,298.8,310.2,1707,27.6,56,0,True,False,False
1361,298.6,310.1,1458,41.9,61,0,False,False,True
1362,298.6,310.0,1517,41.2,64,0,False,True,False
1363,298.7,310.1,1433,54.6,66,0,False,True,False
1364,298.7,310.2,1566,33.1,68,0,False,True,False
1365,298.7,310.1,1676,33.5,70,0,False,True,False
1366,298.7,310.1,1368,56.8,72,0,False,False,True
1367,298.8,310.2,1581,37.5,75,0,False,False,True
1368,298.8,310.3,1708,27.1,78,0,True,False,False
1369,298.7,310.3,1481,41.5,83,0,False,False,True
1370,298.7,310.3,1451,40.0,86,0,False,True,False
1371,298.7,310.3,1495,38.7,88,0,False,False,True
1372,298.8,310.3,1573,41.8,91,0,False,False,True
1373,298.8,310.3,1366,59.0,94,0,False,False,True
1374,298.8,310.3,1553,36.8,97,0,False,True,False
1375,298.8,310.3,1528,37.1,99,0,False,False,True
1376,298.8,310.2,1527,31.2,102,0,False,False,True
1377,298.8,310.2,1461,46.7,105,0,False,True,False
1378,298.8,310.2,1455,44.9,107,0,True,False,False
1379,298.7,310.1,1620,34.8,112,0,False,True,False
1380,298.7,310.1,1786,27.7,114,0,False,True,False
1381,298.8,310.2,1583,35.7,116,0,False,False,True
1382,298.8,310.1,1653,30.3,119,0,False,True,False
1383,298.9,310.2,1331,49.0,121,0,False,False,True
1384,298.9,310.3,1484,43.8,124,0,False,True,False
1385,298.9,310.2,1603,36.1,126,0,False,False,True
1386,298.9,310.2,1445,40.0,129,0,False,True,False
1387,298.9,310.1,1823,26.1,131,0,False,True,False
1388,298.9,310.1,1491,45.3,133,0,True,False,False
1389,298.9,310.2,1533,42.8,138,0,False,True,False
1390,298.9,310.2,1409,54.8,140,0,False,True,False
1391,298.9,310.2,2737,8.8,142,1,False,True,False
1392,299.0,310.3,1494,46.6,144,0,False,False,True
1393,299.1,310.4,1594,33.3,147,0,False,True,False
1394,299.1,310.4,1527,44.0,149,0,False,True,False
1395,299.1,310.4,1452,39.7,151,0,False,True,False
1396,299.0,310.3,1483,39.2,153,0,False,True,False
1397,299.1,310.2,1569,38.2,155,0,False,True,False
1398,299.1,310.3,1472,46.6,157,0,False,True,False
1399,299.0,310.2,1533,43.5,159,0,False,True,False
1400,298.9,310.1,1366,62.7,161,0,True,False,False
1401,298.9,310.2,1532,37.7,166,0,True,False,False
1402,298.9,310.1,1313,56.8,171,0,False,False,True
1403,299.0,310.2,1372,48.0,174,0,False,True,False
1404,298.9,310.1,1555,40.6,176,0,False,False,True
1405,298.9,310.1,1394,42.7,179,0,False,True,False
1406,298.9,310.1,1442,48.0,181,0,False,True,False
1407,298.9,310.0,1564,33.8,183,0,False,True,False
1408,298.9,310.0,1452,48.9,185,0,False,True,False
1409,298.9,310.1,1466,42.5,187,0,False,True,False
1410,298.9,310.1,1469,53.2,189,0,False,False,True
1411,298.9,310.1,1944,23.4,192,0,False,True,False
1412,298.8,309.9,1415,53.2,194,0,False,False,True
1413,298.7,309.8,1528,36.7,197,0,False,False,True
1414,298.7,309.8,1570,42.1,200,0,False,False,True
1415,298.7,309.9,1617,33.0,203,0,False,True,False
1416,298.7,309.9,2083,18.2,205,0,False,False,True
1417,298.7,309.9,1541,38.5,208,0,False,True,False
1418,298.8,309.9,1320,47.4,210,0,False,True,False
1419,298.7,309.8,1354,53.3,212,1,False,True,False
1420,298.8,309.9,1495,35.2,214,0,False,False,True
1421,298.7,309.8,1589,31.8,217,0,False,True,False
1422,298.7,309.8,1530,35.5,0,0,False,True,False
1423,298.7,309.8,1539,33.4,2,0,False,True,False
1424,298.7,309.7,1462,46.8,4,0,False,True,False
1425,298.6,309.7,1356,54.0,6,0,False,True,False
1426,298.7,309.7,1622,34.6,8,0,False,False,True
1427,298.7,309.8,1394,40.3,11,0,False,True,False
1428,298.8,309.9,1568,33.7,13,0,False,True,False
1429,298.9,310.0,1456,43.8,15,0,False,False,True
1430,298.9,310.0,1378,49.3,18,0,False,True,False
1431,298.9,309.9,1404,41.4,20,0,False,False,True
1432,298.8,309.8,1437,42.8,23,0,False,True,False
1433,298.8,309.8,1363,44.0,25,0,False,True,False
1434,298.8,309.8,1377,49.6,27,0,False,False,True
1435,298.8,309.9,1526,42.1,30,0,True,False,False
1436,298.8,309.8,1510,44.2,35,0,True,False,False
1437,298.8,309.9,1439,45.2,40,1,True,False,False
1438,298.8,309.9,1482,39.1,45,0,False,True,False
1439,298.8,309.8,1534,37.0,47,0,False,False,True
1440,298.8,309.9,1741,27.7,50,0,False,False,True
1441,298.8,309.9,1550,38.8,53,0,False,True,False
1442,298.8,310.0,1486,38.5,55,0,False,False,True
1443,298.9,310.1,1602,38.2,58,0,False,True,False
1444,299.0,310.2,1477,37.9,60,0,False,True,False
1445,299.0,310.1,1618,29.2,62,0,False,True,False
1446,299.0,310.2,1628,35.8,64,0,False,False,True
1447,299.0,310.3,1662,33.6,67,0,False,False,True
1448,299.0,310.3,1657,31.0,70,0,False,False,True
1449,299.0,310.4,1677,30.8,73,0,True,False,False
1450,299.0,310.3,1447,39.9,78,0,False,False,True
1451,298.9,310.4,1831,25.4,81,0,False,True,False
1452,299.0,310.3,1584,34.4,83,0,False,True,False
1453,299.1,310.4,1450,40.9,85,0,False,True,False
1454,299.1,310.4,1428,46.9,87,0,False,True,False
1455,299.0,310.4,1382,53.0,89,0,False,True,False
1456,299.0,310.3,1501,43.0,91,0,False,True,False
1457,299.0,310.3,1475,42.4,93,0,False,True,False
1458,298.9,310.3,1364,54.0,95,0,False,True,False
1459,299.0,310.3,1472,36.1,97,0,False,True,False
1460,299.0,310.3,1437,47.8,99,0,False,True,False
1461,298.9,310.2,1491,45.1,101,0,False,True,False
1462,298.9,310.2,1706,27.6,103,0,False,True,False
1463,298.8,310.1,1607,39.5,105,0,False,True,False
1464,298.8,310.0,1412,46.3,107,0,False,True,False
1465,298.7,309.8,1546,40.9,109,0,False,True,False
1466,298.7,309.8,1365,50.5,111,0,False,True,False
1467,298.6,309.8,1544,30.2,113,0,False,True,False
1468,298.6,309.8,1419,44.9,115,0,False,False,True
1469,298.6,309.8,1497,41.6,118,0,False,True,False
1470,298.5,309.7,1437,42.6,120,0,False,True,False
1471,298.5,309.6,1421,53.6,122,0,False,True,False
1472,298.5,309.6,1438,44.5,124,0,False,False,True
1473,298.5,309.5,1315,48.9,127,0,False,False,True
1474,298.5,309.5,1366,61.9,130,0,False,False,True
1475,298.4,309.5,1519,35.4,133,0,False,False,True
1476,298.4,309.5,1692,28.3,136,0,False,True,False
1477,298.3,309.4,1570,35.6,138,0,False,True,False
1478,298.3,309.4,1568,35.8,140,0,False,True,False
1479,298.2,309.3,1355,43.8,142,0,False,True,False
1480,298.2,309.3,2056,18.7,144,0,False,False,True
1481,298.2,309.2,1332,60.2,147,0,False,False,True
1482,298.1,309.1,1448,52.5,150,0,False,False,True
1483,298.0,308.9,1578,35.6,153,0,False,True,False
1484,298.0,309.0,1562,39.2,155,0,False,False,True
1485,298.1,309.0,1976,19.3,158,0,False,False,True
1486,298.2,309.2,1524,34.6,161,0,False,False,True
1487,298.2,309.1,1429,48.5,164,0,False,True,False
1488,298.2,309.1,1568,36.3,166,0,False,True,False
1489,298.2,309.0,1723,26.6,168,0,False,False,True
1490,298.2,309.0,1341,43.8,171,0,False,True,False
1491,298.1,308.9,1353,46.2,173,0,False,False,True
1492,298.0,308.7,1479,58.5,176,1,False,False,True
1493,298.0,308.8,1496,44.9,179,0,False,True,False
1494,298.0,308.7,1377,48.5,181,0,False,False,True
1495,297.9,308.5,1383,44.6,184,0,True,False,False
1496,298.0,308.7,1268,69.4,189,1,False,True,False
1497,298.0,308.7,1629,34.3,191,0,False,True,False
1498,298.0,308.8,1790,27.2,193,0,False,True,False
1499,298.1,308.8,2206,16.3,195,0,False,False,True
1500,298.0,308.7,2101,17.4,198,0,False,False,True
1501,298.0,308.7,1436,48.2,201,0,False,False,True
1502,298.0,308.7,1462,48.2,204,0,False,True,False
1503,298.0,308.7,1771,26.2,206,0,False,True,False
1504,298.0,308.7,1506,47.0,208,0,False,True,False
1505,298.0,308.7,1626,36.7,210,0,False,True,False
1506,298.0,308.8,1610,33.7,212,0,False,True,False
1507,298.0,308.6,1376,55.7,214,0,False,False,True
1508,298.0,308.6,1507,37.3,217,0,False,False,True
1509,298.0,308.5,1429,37.7,220,1,False,True,False
1510,298.1,308.7,1547,38.9,0,0,False,False,True
1511,298.1,308.7,1642,30.3,3,0,False,True,False
1512,298.0,308.7,1503,36.3,5,0,True,False,False
1513,298.1,308.7,1568,32.9,10,0,False,True,False
1514,298.1,308.8,1628,37.6,12,0,False,False,True
1515,298.2,308.9,1614,35.5,15,0,False,False,True
1516,298.2,308.9,1278,54.0,18,0,False,True,False
1517,298.2,308.9,1408,38.8,20,0,False,False,True
1518,298.2,309.0,1371,55.7,23,0,True,False,False
1519,298.2,308.9,1512,38.5,28,0,False,False,True
1520,298.3,309.1,1472,40.1,31,0,False,True,False
1521,298.2,308.9,1585,34.3,33,0,False,False,True
1522,298.2,309.0,1562,37.7,36,0,True,False,False
1523,298.3,309.0,1519,36.9,41,0,False,True,False
1524,298.2,309.0,1601,35.8,43,0,False,True,False
1525,298.2,309.0,2449,13.8,45,0,False,True,False
1526,298.1,309.0,1787,27.6,47,0,False,True,False
1527,298.1,309.1,1425,44.5,49,0,True,False,False
1528,298.1,309.0,1559,34.0,54,0,False,True,False
1529,298.1,309.0,1557,36.0,56,0,False,True,False
1530,298.1,309.0,1497,40.5,58,0,False,True,False
1531,298.1,309.0,1438,41.4,60,0,True,False,False
1532,298.1,308.9,1417,39.2,65,0,False,False,True
1533,298.0,308.9,1339,51.4,68,0,False,False,True
1534,298.0,308.8,1757,29.1,71,0,False,True,False
1535,298.0,308.8,1581,36.1,73,0,False,True,False
1536,298.2,308.9,1326,54.4,75,0,False,False,True
1537,298.4,309.1,1467,39.6,78,0,False,False,True
1538,298.4,309.1,1798,29.6,81,0,False,True,False
1539,298.5,309.2,1449,46.4,83,0,False,False,True
1540,298.4,309.1,1525,39.3,86,0,False,False,True
1541,298.4,309.0,2304,15.1,89,0,False,True,False
1542,298.3,308.9,1379,54.7,91,0,False,True,False
1543,298.4,308.9,1628,34.9,93,0,False,True,False
1544,298.4,309.0,1474,52.7,95,0,False,True,False
1545,298.4,309.0,1544,38.8,97,0,False,False,True
1546,298.4,308.9,1391,48.4,100,0,False,True,False
1547,298.3,308.9,1348,55.5,102,0,False,True,False
1548,298.3,308.8,1349,52.1,104,0,False,False,True
1549,298.4,308.9,1706,29.5,107,0,False,True,False
1550,298.4,308.9,1638,32.4,109,0,False,True,False
1551,298.4,308.8,1458,40.1,111,0,False,True,False
1552,298.5,308.9,1781,27.8,113,0,False,True,False
1553,298.5,308.8,1332,59.1,115,0,False,True,False
1554,298.4,308.7,1584,31.7,117,0,False,False,True
1555,298.4,308.6,1491,42.0,120,0,False,True,False
1556,298.4,308.5,1398,47.1,122,0,True,False,False
1557,298.3,308.4,1585,30.6,127,0,False,True,False
1558,298.2,308.3,1476,43.5,129,0,False,False,True
1559,298.2,308.3,1458,41.8,132,0,False,True,False
1560,298.2,308.4,1510,39.9,134,0,False,False,True
1561,298.2,308.4,1388,53.8,137,0,False,True,False
1562,298.2,308.3,2216,16.8,139,0,False,True,False
1563,298.2,308.3,1402,51.0,141,0,False,True,False
1564,298.0,308.2,2090,19.0,143,0,False,False,True
1565,298.0,308.2,1459,42.1,146,0,False,True,False
1566,298.0,308.1,1403,44.8,148,0,False,False,True
1567,298.1,308.2,1521,39.3,151,0,False,True,False
1568,298.2,308.2,1407,47.1,153,0,False,True,False
1569,298.1,308.2,1654,35.3,155,0,False,False,True
1570,298.2,308.4,1452,43.5,158,0,False,True,False
1571,298.3,308.4,1528,37.3,160,0,False,True,False
1572,298.2,308.3,1230,59.6,162,0,False,True,False
1573,298.2,308.2,1466,42.4,164,0,False,True,False
1574,298.2,308.2,1478,50.1,166,0,False,True,False
1575,298.2,308.3,2057,18.0,168,0,False,True,False
1576,298.3,308.4,1490,41.7,170,0,False,True,False
1577,298.3,308.4,1484,43.4,172,0,False,True,False
1578,298.3,308.4,1593,37.0,174,0,False,True,False
1579,298.3,308.3,1444,43.8,176,0,False,True,False
1580,298.3,308.4,1444,47.5,178,0,False,False,True
1581,298.2,308.3,1560,33.0,181,0,False,False,True
1582,298.1,308.3,1530,42.0,184,0,True,False,False
1583,298.2,308.4,1310,61.0,189,1,False,True,False
1584,298.2,308.3,1639,33.3,191,0,False,False,True
1585,298.2,308.3,1400,48.7,194,0,False,True,False
1586,298.3,308.4,1486,44.2,196,0,False,False,True
1587,298.2,308.3,1448,43.3,199,0,False,False,True
1588,298.2,308.3,1688,32.0,202,0,False,True,False
1589,298.1,308.3,1453,41.5,204,0,False,False,True
1590,298.2,308.4,1497,37.7,207,0,False,True,False
1591,298.2,308.4,1355,49.4,209,0,False,True,False
1592,298.1,308.4,1592,38.2,211,0,False,True,False
1593,298.0,308.3,1544,34.7,213,0,False,True,False
1594,298.0,308.2,1373,51.2,215,0,False,False,True
1595,298.0,308.2,1365,52.9,218,1,False,True,False
1596,298.0,308.1,1877,24.3,0,0,False,True,False
1597,297.9,308.1,1531,40.8,2,0,False,True,False
1598,297.9,308.0,1501,36.7,4,0,False,True,False
1599,297.9,308.0,1490,46.2,6,0,False,True,False
1600,297.8,307.8,1543,43.7,8,0,False,False,True
1601,297.8,307.8,1597,38.2,11,0,False,True,False
1602,297.8,307.9,1600,33.5,13,0,True,False,False
1603,297.8,307.8,1622,32.1,18,0,False,False,True
1604,297.8,307.8,1452,39.8,21,0,False,True,False
1605,297.8,307.8,1396,42.5,23,0,False,True,False
1606,297.8,307.7,1505,39.7,25,0,False,True,False
1607,297.8,307.8,1412,48.3,27,0,False,True,False
1608,297.8,307.7,1393,38.0,29,0,False,True,False
1609,297.7,307.7,1581,34.9,31,0,False,True,False
1610,297.8,307.8,1573,37.9,33,0,False,True,False
1611,297.8,307.9,1726,27.3,35,0,False,False,True
1612,297.9,307.9,1540,39.8,38,0,False,False,True
1613,297.9,308.0,1296,62.9,41,0,False,True,False
1614,297.8,307.9,1802,25.8,43,0,False,False,True
1615,297.8,307.9,1447,48.6,46,0,False,True,False
1616,297.8,307.8,1662,30.7,48,0,True,False,False
1617,297.8,307.8,1563,34.3,53,0,False,True,False
1618,297.9,307.8,1286,59.5,55,0,False,True,False
1619,297.9,307.7,1590,34.6,57,0,False,True,False
1620,297.9,307.7,1492,43.7,59,0,False,True,False
1621,297.7,307.6,1844,21.9,61,0,False,True,False
1622,297.7,307.6,1538,38.3,63,0,True,False,False
1623,297.7,307.6,1921,22.9,68,0,False,True,False
1624,297.8,307.8,1310,57.9,70,0,False,False,True
1625,297.9,307.8,1365,46.9,73,0,False,True,False
1626,297.9,307.8,1303,59.3,75,0,False,False,True
1627,297.9,307.8,1499,37.5,78,0,False,True,False
1628,297.9,307.8,1451,38.2,80,0,False,True,False
1629,297.9,307.9,1336,54.4,82,0,False,False,True
1630,297.9,307.9,1412,44.5,85,0,False,True,False
1631,298.0,308.0,1433,39.2,87,0,False,True,False
1632,297.9,307.9,1426,43.6,89,0,False,True,False
1633,297.9,307.9,1476,45.2,91,0,False,True,False
1634,297.9,307.9,1406,58.5,93,0,True,False,False
1635,297.8,307.8,1383,56.5,98,0,False,True,False
1636,297.9,307.8,1505,37.3,100,0,False,True,False
1637,297.9,307.8,1665,33.9,102,0,False,True,False
1638,297.9,307.8,1397,45.0,104,0,False,True,False
1639,297.9,307.8,1450,43.5,106,0,False,False,True
1640,298.0,307.8,1567,36.4,109,0,False,True,False
1641,298.0,308.0,1555,37.0,111,0,False,False,True
1642,298.0,307.8,1588,35.4,114,0,True,False,False
1643,298.0,307.8,1453,37.7,119,0,False,True,False
1644,298.0,307.8,1622,33.3,121,0,False,True,False
1645,297.9,307.8,1538,38.5,123,0,False,True,False
1646,297.9,307.7,1527,42.8,125,0,False,False,True
1647,297.8,307.8,1761,28.9,128,0,False,True,False
1648,297.9,307.8,1373,50.2,130,0,False,True,False
1649,298.0,307.9,1482,37.8,132,0,True,False,False
1650,298.0,307.9,1417,51.0,137,0,False,False,True
1651,298.0,307.8,1414,51.7,140,0,False,True,False
1652,297.9,307.8,1635,34.0,142,0,True,False,False
1653,298.0,307.8,1386,57.3,147,0,False,True,False
1654,298.2,308.1,1379,62.3,149,0,False,True,False
1655,298.2,308.0,1577,35.9,151,0,False,False,True
1656,298.2,308.1,1532,42.5,154,0,False,True,False
1657,298.1,308.0,1374,48.8,156,0,False,False,True
